title,summary,"Factual Accuracy / Faithfulness: “The summary’s claims are correct and do not invent facts or misattribute statements.”
","Coverage / Salience: The summary captures the article’s main points and most important details, not just trivia.",Coherence / Structure: The summary is well-organized and easy to follow; ideas flow logically,Conciseness: The summary conveys the key points with minimal redundancy or fluff
Synthesizing_Software_Engineering_Data_in_a_Test-Driven_Manner.pdf,"SWE-Flow presents a data synthesis framework grounded in Test-Driven Development (TDD) that automatically infers incremental development steps from unit tests using a Runtime Dependency Graph (RDG). For each development step, it generates three training artifacts: a partial codebase, the corresponding unit tests (requirements), and a ground-truth diff (patch or replace format) guiding the implementation. It constructs a development schedule that ensures incremental building from scratch and uses skeletonization to produce verifiable ground-truth solutions. The authors created SWE-Flow-Bench, collecting 16,061 training instances and 2,020 test instances from 74 open-source projects to evaluate LLMs on TDD-oriented tasks. Fine-tuning Qwen2.5-Coder-32B-Instruct on SWE-Flow data yielded SF-Coder-32B-Instruct, which showed improved performance on TDD-style tasks compared to baselines. All code, data, models, and Docker images are released to support further research, with future directions including scaling data and integrating reinforcement learning.",,,,
Mercury__A_code_efficiency_benchmark_for_code_large_language_models.pdf,"Mercury is the first benchmark dedicated to evaluating code efficiency in Code LLMs, measuring runtime performance across 1,889 Python tasks using task-specific runtime distributions. It introduces Beyond, a runtime percentile–weighted Pass score that normalizes absolute runtimes and reflects both functional correctness and efficiency, along with reporting Pass and the Gap between Beyond and Pass. The dataset includes Mercury-eval (256 tasks for evaluation) and Mercury-train for fine-tuning, with three LeetCode-based difficulty levels and per-task test-case generators to ensure coverage. Experiments on 10 Code LLMs show that Direct Preference Optimization (DPO) generally improves code efficiency and often preserves or enhances functional correctness, while Supervised Fine-Tuning (SFT) can degrade correctness for larger models. Results indicate larger models tend to achieve higher Pass scores, and DPO can narrow the Gap between Beyond and Pass, particularly for models above 15B parameters; simple prompt engineering also helps some models. The paper notes limitations like assuming uniform runtimes, potential data contamination, and sandboxed evaluation, but argues Mercury reveals substantial room for efficiency gains and provides an open framework for future work.",,,,
A_comparative_analysis_on_using_GPT_and_BERT_for_automated_vulnerability_scoring.pdf,"- The paper provides a comprehensive comparison of GPT and BERT for automated vulnerability scoring using vulnerability descriptions from public datasets (NVD/CVE). 
- It outlines the architectural differences: GPT is a decoder-only autoregressive model, while BERT is an encoder-only bidirectional model; both are Transformer-based and differ in attention masking and training objectives (causal language modeling vs masked language modeling). 
- The study investigates using these models for text classification to predict CVSS metrics and explores hybrid GPT–BERT architectures that combine generative and comprehension strengths. 
- Experiments evaluate standard metrics (accuracy, precision, recall, F1) and examine the impact of hyperparameters, pre-training strategies, and fine-tuning, including domain-specific continual pre-training. 
- The work situates itself among related research showing mixed results across tasks and notes the potential and challenges of LLMs in vulnerability assessment, including computational costs and deployment considerations. 
- The findings suggest GPT and BERT have complementary strengths and that hybrid approaches can outperform single-model setups, providing guidance on model choice and deployment for automated vulnerability scoring.",,,,
Repairllama__Efficient_representations_and_fine-tuned_adapters_for_program_repair.pdf,"RepairLLaMA is a program repair approach that combines parameter-efficient fine-tuning (LoRA) with APR-specific code representations to adapt large language models for bug fixing. It introduces a novel repair adapter (about 4M parameters) that plugs into an open-source CodeLlama-7B model and learns to transform rich buggy-code representations into correct patches, while reducing memory and overfitting. The key innovations include fault-localization signals modeled as regions and an input/output representation design (IR1–IR4 and OR1–OR4), with IR4xOR2 identified as the best pairing for leveraging both localized fault context and the in-fill learning objective. Trained on Megadiff data and evaluated on Defects4J v2, HumanEval-Java, and GitBug-Java, RepairLLaMA achieves state-of-the-art repair performance, correctly fixing 144 Defects4J v2 bugs, 109 HumanEval-Java bugs, and 20 GitBug-Java bugs, outperforming strong baselines including GPT-4. The study also shows that parameter-efficient fine-tuning can match or surpass full fine-tuning in this domain and that the approach generalizes beyond the tuning distribution (RQ2 and RQ3). The authors provide open-source code, models, and artifacts on GitHub to support reproducibility.",,,,
EDITLORD__Learning_Code_Transformation_Rules_for_Code_Editing.pdf,"- EDITLORD introduces a framework that makes code edits explicit by learning a concise, modular meta-rule set of transformations (R) from training data, enabling rule-based code editing while preserving original functionality. 
- It uses a three-step pipeline: data-driven inductive rule discovery to derive R per sample, functional specification discovery to capture intended input-output behavior, and rule-based editing to create an augmented training set for finetuning or prompting. 
- For each training sample, the model learns per-sample editing rules Ri and functional specs si, then predicts the post-edit code yi from the pre-edit xi conditioned on si and Ri (P(yi|xi) via si, Ri). 
- R is iteratively refined using ADD, MERGE, and PRUNE operations to ensure the rules are balanced, reusable, and not overly generic or specific. 
- Empirical results across performance optimization, decompilation readability, and security hardening show EDITLORD improves editing performance, robustness against semantics-preserving edits, and functional correctness over end-to-end baselines, with ablations highlighting the value of both rule learning and functional-spec learning. 
- The approach also supports zero-shot and iterative refinement editing modes, benefits from human augmentation, and, while promising, does not provide formal correctness guarantees.",,,,
ReAPR__Automatic_program_repair_via_retrieval-augmented_large_language_models.pdf,"ReAPR is a retrieval-augmented framework for Automatic Program Repair (APR) that combines Large Language Models with historical bug-fix data to reduce hallucinations and improve repair quality for Java functions. It builds a high-quality retrieval database of bug-fix pairs (364,063 after deduplication) and uses both BM25 (sparse) and Dense Passage Retrieval (DPR) to fetch relevant pairs, which are then incorporated into a prompt for decoder-only LLMs to generate fixes. The approach is evaluated on Defects4j 2.0 and GitBug-Java benchmarks, comparing against state-of-the-art baselines and varying model sizes. Results show that retrieval-augmented generation generally outperforms non-retrieval baselines, with dense retrieval providing larger gains, especially for larger models like CodeLlama and DeepSeekCoder; no-retrieval performance can still be competitive for smaller models. However, retrieval effectiveness depends on the retrieval corpus quality; on GitBug-Java, where related bug-fix data are scarce, retrieval can offer little or even negative benefits. The work demonstrates the potential of RAG to enhance APR performance and provides open-source code for replication.",,,,
On_the_Effectiveness_of_LLM-as-a-judge_for_Code_Generation_and_Summarization.pdf,"Crupi et al. study whether large language models (LLMs) can act as judges for two code-related tasks: code generation and code summarization. They evaluate eight LLMs (varying sizes) on code generation (1,405 Java and 1,281 Python functions) and on code summarization (about 1,163 summaries) by having the LLMs judge outputs and comparing those judgments to ground truth from unit tests or human ratings. The results show GPT-4-turbo is the best judge overall, but even it frequently misjudges: for Java it correctly flags many valid solutions yet misses about half of the incorrect ones, with Cohen’s kappa around 0.21 (Java) and 0.10 (Python), indicating only modest agreement with ground truth. In general, larger models outperform smaller ones, while several small models perform poorly or fail to output judgments. For code summarization, GPT-4-turbo again leads in agreement with human judgments (Krippendorff’s alpha up to 0.81 for content adequacy in Java and 0.56–0.69 for other criteria), whereas some models (e.g., DeepSeek Coder) struggle to provide reliable judgments. The study concludes that LLMs-as-a-judge show promise for scalable evaluation but cannot yet replace human judgments due to substantial misjudgments and biases, and it provides replication data and best-practice prompts for future work.",,,,
ProSec__Fortifying_Code_LLMs_with_Proactive_Security_Alignment.pdf,"PROSEC introduces a proactive security alignment approach for code LLMs that synthesizes vulnerability-inducing instructions from CWEs and corresponding fixes, creating a security-focused alignment dataset used in an offline preference-optimization stage after post-training to preserve utility. It addresses data sparsity and post-training integration by generating two data pools—Dsec (vulnerable instances) and Dnorm (normal utility-preserving instances)—and applying heuristic and training-dynamics data selection to curate high-quality samples. The alignment uses a Bradley-Terry preference objective and is designed to run after existing post-training, without altering earlier stages. Empirically, PROSEC-synthesized instructions trigger about 25 times more vulnerable code than standard datasets, and the resulting dataset is roughly 7x larger than SafeCoder. On evaluated models (e.g., Phi3-mini-Inst and CodeLlama-7B-Inst), PROSEC improves security by about 25.2% to 35.4% over SafeCoder without measurable utility loss, with results generalizing across languages and vulnerability types. Additional findings show that instruction clustering improves diversity, Dnorm sampling helps preserve utility, and the training-dynamics-based selection effectively balances security and usefulness. The paper concludes that PROSEC provides a scalable, model- and pipeline-friendly offline security alignment method, with future work exploring online reinforcement learning and multi-step reasoning.",,,,
Di-bench__Benchmarking_large_language_models_on_dependency_inference_with_testable_repositories_at_scale.pdf,"DI-B ENCH is the first large-scale benchmark focused on dependency inference for repository-level LLM evaluation, featuring 581 real-world repositories across Python, Rust, C#, and JavaScript. It couples textual accuracy with an automatic, CI-based execution evaluation by masking dependency sections in build files and re-running the project’s tests via GitHub Actions, enabling end-to-end assessment of executability. Key findings show that even the best models achieve only 42.9% executability on regular repos, with performance dropping for larger repos and more dependencies; hallucinations and erroneous dependency metadata are major bottlenecks. Providing oracle dependency metadata dramatically improves executability (e.g., Python +28.4%, Rust +246%, JavaScript +50%), highlighting the importance of accurate dependency information. The study also reveals that longer context and bigger codebases challenge current LLMs, and while GPT-4o leads performance, open-source models lag behind in overall executability. DI-B ENCH supplies a scalable dataset and a dual evaluation framework to advance robust, end-to-end repository-level software synthesis, while acknowledging limitations such as a limited model set, black-box results, and non-exhaustive test coverage.",,,,
Just-in-time_detection_of_silent_security_patche.pdf,"The article introduces llmda, a framework for just-in-time detection of silent security patches in open-source software, addressing patches that arrive without explicit advisories. llmda combines three key innovations: (1) LLM-generated explanations to enrich patches with semantic intent, (2) PT-Former to align and fuse multi-modal inputs (patch code, descriptions, explanations, and instructions) into a unified embedding, and (3) stochastic batch contrastive learning (SBCL) to sharpen classification boundaries. Patch representations are built from CodeT5+ for code and LLaMa-7b for text, with a task-specific instruction guiding the learning process. The approach trains a binary classifier on fused embeddings and uses SBCL alongside a BCE loss to improve robustness and precision. Evaluations on PatchDB and SPI-DB show state-of-the-art performance, with up to 42% improvement in F1 over GraphSPD and strong recall metrics. Ablation studies demonstrate that each component (LLM explanations, PT-Former, and SBCL) substantially contributes to performance. Overall, llmda provides a scalable, multi-modal, and interpretable solution for detecting silent security patches across diverse OSS ecosystems.",,,,
Do_LLMs_consider_security__an_empirical_study_on_responses_to_programming_questions.pdf,"This paper investigates whether three popular LLMs (GPT-4, Claude 3, and Llama 3) exhibit security awareness when prompted with vulnerable code from Stack Overflow. It creates two datasets—Mentions-Dataset (SO answers already mentioning vulnerabilities) and Transformed-Dataset (refactored code with no security mentions) to test detection capabilities and generalization. The study analyzes 900 model responses (300 questions × 3 models) to determine if the LLMs warn about vulnerabilities and whether their warnings cover causes, exploits, and fixes. Results show limited security warnings overall (12.6%–40%), with GPT-4 achieving the best performance, especially on Mentions-Dataset; performance declines on the Transformed-Dataset, suggesting training-data influence. When warnings appear, the models often provide more detailed information about causes, exploits, and fixes than typical SO responses, with common vulnerabilities including authentication bypass, XSS, and SQL injection. The authors also explore prompt-engineering strategies and introduce a CLI tool that integrates CodeQL to improve LLM security responses, arguing that while there is potential to raise developer awareness, consistent and thorough vulnerability warnings remain an area for improvement in SE.",,,,
RECoRD__A_Multi-Agent_LLM_Framework_for_Reverse_Engineering_Codebase_to_Relational_Diagram.pdf,"RECoRD is a multi-agent framework that converts production code into interpretable causal graphs (relational diagrams) by fusing deterministic program analysis with large-language models. It uses an entity extraction agent (AST and data-flow analysis with LLM refinement and optional human filtering) and a relation extraction agent (prompt-engineered inference enhanced by reinforcement fine-tuning). The relation extractor is trained with reinforcement fine-tuning (RFT) using Direct Preference Optimization and LoRA adapters, learning from subgraphs with ground-truth edges to prefer correct causal relations. Across use cases like NewsVendor, MiniSCOT, and Black-Scholes, RFT-trained models significantly outperform foundation models, with notable improvements in graph accuracy and generalization to new codebases. The approach highlights the importance of accurate entity recall and combines AST guidance with lightweight human checks to balance precision and recall. RECoRD enables scalable automation for building causal graphs from code, supporting debugging, optimization, and risk management, with future work aimed at scaling to larger repositories and more complex algorithmic structures.",,,,
An_empirical_study_on_capability_of_large_language_models_in_understanding_code_semantics.pdf,"The paper introduces EMPICA, a framework to systematically evaluate code LLMs’ understanding of code semantics by applying controlled semantic-preserving and semantic-non-preserving transformations to input code. It focuses on two key semantic relations—control dependence and data dependence—using eight transformation operators and assesses robustness (consistency) and sensitivity (change) across three code-understanding tasks: code summarization, method/function name prediction, and output prediction. The evaluation uses code generated by models on HumanEval seeds in Java and Python, testing several SOTA(code LLMs): DeepSeek-Coder, Code Llama, MagicCoder, and GPT-3.5. Results show that code summarization is highly robust to SP transformations (around 0.9) and only weakly sensitive to SNP changes (~0.1), while method-name and output predictions exhibit greater sensitivity and less robustness to SNP transformations (e.g., modest changes in predicted names and a substantial portion of differing outputs under SNP). Overall, the study suggests that current code LLMs rely more on surface patterns and general code structure than deep semantic understanding, indicating a need to improve their sensitivity to semantic changes. The authors also examine model size effects, correlations with correctness, and semantic-inference capabilities, and provide a reproducible resource for future research.",,,,
Codeultrafeedback__An_llm-as-a-judge_dataset_for_aligning_large_language_models_to_coding_preferences.pdf,"CodeUltraFeedback introduces a dataset designed to evaluate how well LLMs align with coding preferences using an LLM-as-a-Judge framework. It contains 10,000 coding instructions and 40,000 responses from 14 LLMs, with each response rated and explained by GPT-3.5-Turbo across five coding preferences: instruction following, code explanation, code complexity and efficiency, code readability, and coding style. CodeUltraFeedback-Bench provides a 500-sample subset for rigorous, single-answer evaluation of alignment across models. The study finds that GPT-3.5-Turbo and GPT-4-Turbo generally outperform open-weight models, highlighting alignment gaps in open models. They show that supervised fine-tuning (SFT) and direct preference optimization (DPO) on CodeLlama-7B-Instruct can substantially improve alignment—often surpassing larger models—and also improve functional correctness on HumanEval+ when combined with efficient training (e.g., QLoRA on a RTX A5000). The authors release their data and prompts on GitHub to spur further research in LLM alignment and reinforcement learning from AI feedback for code.",,,,
M2rc-eval__Massively_multilingual_repository-level_code_completion_evaluation.pdf,"The authors introduce M2RC-EVAL, the first massively multilingual repository-level code completion benchmark, spanning 18 programming languages and featuring two fine-grained annotation types (bucket-level and semantic-level) derived from ASTs, plus cross-file repository context. They also release M2RC-INSTRUCT, a massively multilingual instruction-tuning corpus across the same languages to boost repository-level code completion performance. Data are collected from The Stack v2 with quality filters, yielding 50k files per language for M2RC-INSTRUCT and 100 validation plus 500 test samples per language for M2RC-EVAL. The study evaluates three code LLMs (StarCoder-7B, DeepSeekCoder-6.7B, Code Llama-7B) under baselines, retrieval, and retrieval-plus-tuning settings using EM, ES, and CodeBLEU metrics. Results show that cross-file context substantially improves performance, and fine-tuning on M2RC-INSTRUCT further enhances results, with smaller models benefiting significantly from instruction data; Python-only fine-tuning can also transfer to multilingual performance. The findings reveal performance variations across languages, bucket depths, and semantic levels, highlighting challenges in shallow AST nodes and language-specific structures. Overall, M2RC-EVAL and M2RC-INSTRUCT provide a comprehensive framework for evaluating and advancing multilingual, repository-aware code intelligence.",,,,
Revisiting_Chain-of-Thought_in_Code_Generation__Do_Language_Models_Need_to_Learn_Reasoning_before_Coding_.pdf,"- The paper reevaluates Chain-of-Thought (CoT) prompting in code generation and asks whether LLMs need to learn reasoning before coding. 
- It builds a synthetic 50k-pair dataset and compares four supervised fine-tuning strategies: Seed, Code without CoT, Code follow CoT (CoT before code), and Code precede CoT (code first, then CoT). 
- Across multiple benchmarks (e.g., HumanEval, MBPP, LiveCodeBench, BigCodeBench, LeetCode) and base models, they observe that Code precede CoT yields the best performance, with about a 9.86% relative improvement over Code follow CoT. 
- The authors argue that high-quality code can serve as a practical CoT, and traditional CoT should be viewed as an explanation of the code rather than its reasoning steps. 
- The findings generalize across model sizes and data sources, indicating robust gains and suggesting that forcing CoT before code can hinder learning while Code-first CoT improves generalization and efficiency. 
- Additional analyses show the importance of code signatures, that mixed-data strategies can hurt performance, and that the approach scales to more difficult tasks, reinforcing the recommendation to place code before CoT in SFT for code generation.",,,,
Bitsai-cr__Automated_code_review_via_llm_in_practice.pdf,"BitsAI-CR is a two-stage, LLM-based code review framework that uses RuleChecker to detect issues based on a taxonomy of 219 rules and ReviewFilter to verify those findings, complemented by context preparation and comment aggregation. It employs a data flywheel to continuously improve through annotated feedback, rule updates, and an Outdated Rate metric that measures how often flagged code lines are actually modified, enabling scalable evaluation. Offline results show the taxonomy-guided model achieves substantially higher precision (57.03% overall) than a base version (16.83%), and ablation confirms the essential role of ReviewFilter in reducing hallucinations. Among ReviewFilter reasoning patterns, Conclusion-First offers a strong balance of precision and speed, achieving high precision with reasonable inference time. In production at ByteDance, BitsAI-CR serves over 12k weekly active users, with Go language achieving an Outdated Rate of 26.7% by week 18 and steadily improving precision over time. User surveys and expert interviews indicate strong positive reception and practical impact, with retention sustaining at a substantial level, demonstrating the framework’s scalability for enterprise code review.",,,,
Post-Incorporating_Code_Structural_Knowledge_into_Pretrained_Models_via_ICL_for_Code_Translation.pdf,"- The paper addresses code translation with large language models and notes that handling code syntax remains challenging, while traditional syntax-aware methods are heavy and training-intensive. 
- It proposes a training-free, model-agnostic approach that post-incorporates code structural knowledge into pre-trained LLMs at test time via in-context learning (ICL) using CAST retrieval. 
- CAST is a surrogate objective for information coverage based on Abstract Syntax Trees (ASTs): it quantifies the fraction of test-code AST nodes covered by the subtrees present in the selected exemplars, using fingerprints and a co-occurrence matrix. 
- Maximizing CAST is NP-hard, but the paper proves the objective is monotone submodular, enabling a greedy algorithm with a (1−1/e) approximation guarantee and polynomial time. 
- The framework includes CAST-F (fixed exemplar count) and CAST-A (adaptive threshold) variants and is designed as a plug-in module used with various state-of-the-art LLMs. 
- Experiments show CAST improves code translation (and code summarization) performance across benchmarks, supporting the claim that code structural knowledge can be effectively post-incorporated at inference time, and that simply scaling model size or data does not guarantee emergent code syntax knowledge. 
- The authors present CAST as the first training-free, model-agnostic method to inject code syntactic knowledge into LLMs through ICL for code translation.",,,,
Insights_into_resource_utilization_of_code_small_language_models_serving_with_runtime_engines_and_execution_providers.pdf,"The article analyzes how deep learning serving configurations—combinations of runtime engines and execution providers—affect energy consumption, execution time, and computing-resource utilization during inference of code-generation Small Language Models (SLMs). Using 12 code-generation SLMs and short prompt auto-complete tasks derived from HumanEval, the study tests seven configurations formed by TORCH, ONNX, OV, and JIT with CPU or CUDA (excluding OV+CUDA). Experiments run on an RTX 4090 and Ryzen 9 7950X, with EnergiBridge, nvidia-smi, and a wattmeter to measure energy, time, CPU/GPU usage, and a replication package for reproducibility. Results show that CUDA-backed configurations consistently outperform CPU-backed ones in energy and time, with TORCH+CUDA providing the best overall energy efficiency and fastest inferences. The study also finds that ONNX and OV can offer strong CPU-based efficiency, while JIT can be competitive only in certain tasks and generally requires refinement for code-generation scenarios. The authors provide practical guidelines for practitioners, emphasize monitoring to avoid bottlenecks, and present a reproducible pipeline to support greener DL serving research.",,,,
Towards_reliable_evaluation_of_neural_program_repair_with_natural_robustness_testing.pdf,"The article argues that evaluating Neural Program Repair (NPR) robustness with semantic-preserving transformations often uses unnatural, unrealistic code changes that can mislead conclusions about NPR effectiveness. To address this, the authors advocate natural robustness testing, focusing on transformations that naturally occur in real-world software and validated through human studies. They derive naturalness criteria from interviews (focusing on readability and coding convention) and build TransformedDefects4J, a dataset of 1,098 semantic-preserving transformations applied to 220 Defects4J bugs, labeled by 10 developers. They find only about 60% of transformations are natural, with 19% deemed unnatural—especially at the statement level—highlighting the risk of relying on unnatural transformations for robustness evaluation. Their analysis shows that natural vs. all transformations yield different NPR outcomes: natural transformations cause prediction changes and substantial declines in both plausible and correct patch rates, and can shift the relative rankings of NPR methods. They also introduce an automated approach for assessing naturalness using cross-entropy and large language models, proposing Relative Naturalness Changes (RNCs) with an AUC of 0.7 to scale naturalness evaluation. The paper concludes that natural robustness testing should be part of NPR evaluation to obtain reliable results, and it provides replication data and a path for future research.",,,,
"Kodcode__A_diverse,_challenging,_and_verifiable_synthetic_dataset_for_coding.pdf","KODCODE is a large-scale synthetic coding dataset (447K question–solution–test triplets) designed to train coding LLMs with both diversity and verifiable correctness. It follows a three-step pipeline: (1) Coding Question Synthesis across 12 subsets to ensure broad coverage and varied difficulty; (2) Solution & Test Generation using a self-verification loop that enforces 100% branch coverage, with extra attempts for hard questions; and (3) Post-training Data Synthesis that rewrites questions into diverse formats and creates SFT data via a reasoning model with test-based reject sampling. The self-verification pipeline shows high reliability on MBPP and LiveCodeBench, and more attempts (pass@k) significantly improve success on challenging subsets. Models fine-tuned on KODCODE-SFT and further trained with RL achieve state-of-the-art results on HumanEval(+), MBPP(+), BigCodeBench, and LiveCodeBench, often surpassing larger baseline models. Analyses indicate strong diversity, low benchmark contamination, and beneficial ablations for style conversion and hard-question exposure. Limitations include weaker performance on LiveCodeBench-Hard, with future work to scale harder problems, optimize data selection, and explore repository-level synthetic data.",,,,
Comprehensive_Fine-Tuning_Large_Language_Models_of_Code_for_Automated_Program_Repair.pdf,"- The article investigates comprehensive fine-tuning of large language models (LLMs) for automated program repair (APR), extending previous work from million-level to billion-level LLMs under an NMT-like fine-tuning paradigm. 
- It conducts two studies: an initial MILLION-level study of CodeBERT, GraphCodeBERT, PLBART, CodeT5, and UniXcoder with design-choice analysis (code abstraction, code representations CR1–CR4, and checkpoint selection) across bugs, vulnerabilities, and programming errors, and an extended study on five BILLION-level families (InCoder, CodeGeeX, CodeGen, StarCoder, CodeLlama) using PEFT methods (LoRA, AdaLoRA, IA3) plus full fine-tuning. 
- Results show million-level LLMs can outperform many prior APR tools and can repair multi-hunk defects, with design choices significantly impacting repair effectiveness. 
- In the billion-level study, larger models generally yield better repair capabilities but incur higher memory and time costs; LoRA consistently emerges as the best PEFT option, while AdaLoRA and IA3 offer mixed or limited gains. 
- The study also evaluates three novel repair strategies (TENURE, ITER, KATANA) on LLMs, finding they can generalize to LLMs but do not always surpass the basic NMT fine-tuning baseline. 
- The authors release 22 fine-tuned LLMs and provide guidance on PEFT for resource-constrained APR, highlighting limitations and suggesting directions to improve patch search efficiency and explore decoder-only models.",,,,
Efficient_program_optimization_through_knowledge-enhanced_LoRA_fine-tuning_of_large_language_models.pdf,"CodeOPT is a knowledge-enhanced, LoRA-based fine-tuning framework for optimizing C/C++ code using a decoder-only LLM (CodeLLaMA / LLaMA-3). It fine-tunes only a small optimization adapter (about 4–5 million parameters, <0.1% of the full model) to achieve code optimization efficiently and scalably. It also incorporates instruction-based fine-tuning by injecting standard C/C++ optimization guidelines (e.g., loop unrolling, inline expansion, constant folding, dead code elimination) as input to guide the model. Trained on a large open-source dataset (~312k training examples) and evaluated on 559 test samples from Codeforces, AIZU, and AtCoder, CodeOPT is benchmarked against SUPERSONIC, GPT-3.5-turbo, and GPT-4. The results show CodeOPT consistently achieves higher optimization rates and greater performance improvements, with the LoRA-plus-instruction combination yielding the best results, while full-parameter fine-tuning under the same data performs worse. The authors emphasize that CodeOPT provides high-quality optimizations with minimal changes to the original programs and can enable real-time, resource-efficient code optimization in practice.",,,,
Combining_Large_Language_Models_with_Static_Analyzers_for_Code_Review_Generation.pdf,"- The paper proposes a hybrid approach to code review generation by combining static analyzers (KBS) with large language models (LBS), using three integration points: data augmentation (DAT), retrieval-augmented generation (RAG), and naive concatenation of outputs (NCO).  
- They build baselines with Java data (PMD and Checkstyle as KBS; CodeLlama-7b fine-tuned with QLoRA as LBS) and create an augmented dataset Da by merging KBS and LBS outputs, filtered for quality using Llama3-70B.  
- DAT retrains the LBS on Da; RAG injects KBS outputs into the LLM’s prompts during inference; NCO concatenates KBS and LBS outputs after inference.  
- Evaluation on 1,245 samples shows RAG provides the highest accuracy among hybrids (though still below pure KBS), while DAT and NCO are less impactful on accuracy; in terms of coverage, DAT and especially RAG offer the best results, with RAG delivering top-tier coverage.  
- Llama3-70B’s judgments align substantially with human judgments (kappa = 0.72), supporting its use as an evaluator for the broader test set.  
- The authors conclude that combining KBS and LBS bridges precision and coverage in code review comments, with RAG being the most effective strategy, though generalizability beyond Java remains a consideration.",,,,
Enhancing_automated_program_repair_with_solution_design.pdf,"The article presents DRCodePilot, a design-rationale–driven approach to Automated Program Repair (APR) that leverages design rationales (DR) mined from issue logs to guide patch generation. It combines five phases: (1) DR acquisition via DRMiner, (2) defective-segment localization and an initial patch by GPT-4, (3) project-specific reference patches generated by a fine-tuned CodeT5P-220M, (4) identifier recommendations to avoid context-incorrect names, and (5) a final refined patch produced by GPT-4 using feedback. The authors evaluate on a benchmark of 938 Jira-GitHub issue-patch pairs from Flink and Solr, using full-match patches and CodeBLEU as metrics rather than test-based evaluation. DRCodePilot achieves substantially more full-match patches than strong baselines (e.g., 109 vs 23 in Flink; 18 vs 5 in Solr) and higher CodeBLEU scores, demonstrating the effectiveness of DR-guided repair. Ablation studies show that design rationales contribute the most to performance, with identifier recommendations and reference patches providing additional gains, and they also show that DR can improve other LLMs and that hand-annotated DRs further boost results. The work argues for a human-in-the-loop, project-aware APR workflow while noting limitations, such as imperfect DR extraction, long issue logs, lack of executable evaluation due to evolving dependencies, and the focus on two large open-source projects.",,,,
Humaneval_pro_and_mbpp_pro__Evaluating_large_language_models_on_self-invoking_code_generation.pdf,"The article introduces self-invoking code generation, where an LLM must solve a base problem and then reuse its own generated code to solve a related, more complex one, to assess progressive reasoning in coding. It builds two benchmarks, HumanEval Pro and MBPP Pro, plus BigCodeBench-Lite Pro, by generating self-invoking variants from existing datasets using DeepSeek-V2.5 and applying an iterative process (solution generation, test-case creation, execution, and manual review) to ensure high-quality, testable problems. Across 20+ LLMs, the authors find a substantial drop (about 10–15 percentage points in pass@1) on self-invoking tasks compared with traditional benchmarks, with instruction-tuned models offering only marginal improvements. Chain-of-thought prompting can modestly boost performance on these tasks, and error analysis shows common failures like AssertionError and NameError as major bottlenecks. BigCodeBench-Lite Pro yields similar challenges, with limited gains from instruction-tuning, underscoring the difficulty of self-invoking code reasoning. The authors conclude that these benchmarks reveal gaps in current models and call for new training approaches and broader multilingual benchmarks to enhance self-invoking code generation capabilities.",,,,
Are_large_language_models_memorizing_bug_benchmarks_.pdf,"- The paper investigates whether large language models memorize widely used bug benchmarks, leading to data leakage that inflates evaluation results. 
- They evaluate open-source models (Codegen-multi, CodeLlama, LLaMa 3.1, StarCoder, Gemma, Mistral) on bug benchmarks (Defects4J, BugsInPy, BugsCpp, GitBug-Java, SWEBench-Lite) and unseen 2024 GitHub repos. 
- Leakage is assessed using benchmark membership in TheStack, negative log-likelihood (NLL), and 5-gram accuracy. 
- Defects4J shows the strongest leakage signals across models, especially for older models like codegen-multi 6B; newer models such as LLaMa 3.1 exhibit reduced memorization. 
- Newer benchmarks (GitBug-Java, BugsInPy, BugsCpp) demonstrate lower leakage risk, suggesting researchers should supplement evaluations with these datasets. 
- Regression analysis indicates that more parameters and larger training budgets correlate with more memorization, though some large models can still reveal memorization in certain cases, underscoring the need for careful benchmark selection and leakage monitoring.",,,,
